"$975,000",81 Schlich Street,Yarralumla,house,Sold on 29 Aug 2015,3,1,3,http://www.realestate.com.au/sold/property-house-act-yarralumla-120402237,https://www.realestate.com.au/sold/in-2600/list-5
"$815,000",67 Buxton Street,Deakin,house,Sold on 27 Aug 2015,3,1,2,http://www.realestate.com.au/sold/property-house-act-deakin-120587241,https://www.realestate.com.au/sold/in-2600/list-5
"$1,600,000",27 Grey Street,Deakin,house,Sold on 24 Aug 2015,4,2,4,http://www.realestate.com.au/sold/property-house-act-deakin-119734655,https://www.realestate.com.au/sold/in-2600/list-6
"$900,000",88 Hopetoun  Circuit,Yarralumla,house,Sold on 22 Aug 2015,3,2,0,http://www.realestate.com.au/sold/property-house-act-yarralumla-120361777,https://www.realestate.com.au/sold/in-2600/list-6
"$1,060,000",35 Gawler Crescent,Deakin,house,Sold on 11 Aug 2015,3,2,1,http://www.realestate.com.au/sold/property-house-act-deakin-120096677,https://www.realestate.com.au/sold/in-2600/list-6
"$620,000",52/3 Burbury Close,Barton,house,Sold on 09 Aug 2015,2,2,2,http://www.realestate.com.au/sold/property-house-act-barton-120094093,https://www.realestate.com.au/sold/in-2600/list-6
"$920,000",15 Novar,Yarralumla,house,Sold on 03 Aug 2015,3,1,0,http://www.realestate.com.au/sold/property-house-act-yarralumla-119951009,https://www.realestate.com.au/sold/in-2600/list-6
"$1,210,000",44 Bentham Street,Yarralumla,house,Sold on 01 Aug 2015,4,2,2,http://www.realestate.com.au/sold/property-house-act-yarralumla-120132697,https://www.realestate.com.au/sold/in-2600/list-6
"$909,000",149 Strickland Crescent,Deakin,house,Sold on 01 Aug 2015,4,1,1,http://www.realestate.com.au/sold/property-house-act-deakin-120149721,https://www.realestate.com.au/sold/in-2600/list-6
"$1,730,000",10 Melbourne Avenue,Deakin,house,Sold on 28 Jul 2015,5,3,2,http://www.realestate.com.au/sold/property-house-act-deakin-120034805,https://www.realestate.com.au/sold/in-2600/list-6
"$775,000",12  Macgregor Street,Deakin,duplex/semi-detached,Sold on 25 Jul 2015,3,1,2,http://www.realestate.com.au/sold/property-duplex+semi-detached-act-deakin-120140365,https://www.realestate.com.au/sold/in-2600/list-6
"$1,800,000",16 Belmore Gardens,Barton,house,Sold on 24 Jul 2015,4,3,2,http://www.realestate.com.au/sold/property-house-act-barton-120190401,https://www.realestate.com.au/sold/in-2600/list-6
"$405,000",48/45 Blackall Street,Barton,apartment,Sold on 22 Jul 2015,1,1,1,http://www.realestate.com.au/sold/property-apartment-act-barton-119662471,https://www.realestate.com.au/sold/in-2600/list-6
"$390,000",23/14-16 Darling Street,Barton,apartment,Sold on 16 Jul 2015,2,1,1,http://www.realestate.com.au/sold/property-apartment-act-barton-119620343,https://www.realestate.com.au/sold/in-2600/list-6
"$860,000",12/11 Sydney Avenue,Barton,apartment,Sold on 13 Jul 2015,3,2,2,http://www.realestate.com.au/sold/property-apartment-act-barton-119292087,https://www.realestate.com.au/sold/in-2600/list-6
"$655,000",16/11 Sydney Avenue,Barton,apartment,Sold on 08 Jul 2015,2,2,2,http://www.realestate.com.au/sold/property-apartment-act-barton-118600535,https://www.realestate.com.au/sold/in-2600/list-6
"$785,000",418/2 Grose Street,Deakin,apartment,Sold on 30 Jun 2015,2,2,1,http://www.realestate.com.au/sold/property-apartment-act-deakin-116830851,https://www.realestate.com.au/sold/in-2600/list-6
"$1,190,000",30 Fergusson Crescent,Deakin,house,Sold on 27 Jun 2015,4,2,2,http://www.realestate.com.au/sold/property-house-act-deakin-119943445,https://www.realestate.com.au/sold/in-2600/list-6
"$445,000",29/1 Sydney Avenue,Barton,apartment,Sold on 26 Jun 2015,1,1,1,http://www.realestate.com.au/sold/property-apartment-act-barton-119367891,https://www.realestate.com.au/sold/in-2600/list-6
"$1,750,000",18 Weld Street,Yarralumla,house,Sold on 25 Jun 2015,4,2,2,http://www.realestate.com.au/sold/property-house-act-yarralumla-119311931,https://www.realestate.com.au/sold/in-2600/list-6
"$901,000",3 Gawler Crescent,Deakin,house,Sold on 24 Jun 2015,2,1,1,http://www.realestate.com.au/sold/property-house-act-deakin-119893969,https://www.realestate.com.au/sold/in-2600/list-6
"$515,000",405/2 Grose Street,Deakin,apartment,Sold on 23 Jun 2015,1,1,1,http://www.realestate.com.au/sold/property-apartment-act-deakin-118552131,https://www.realestate.com.au/sold/in-2600/list-6
"$1,085,000",3 Lamington Street,Deakin,house,Sold on 20 Jun 2015,4,2,1,http://www.realestate.com.au/sold/property-house-act-deakin-120140353,https://www.realestate.com.au/sold/in-2600/list-7
